From Date,O3,Temperature,SO2,PM10,NO2,CO
2015-07-17 6:00:00,36.63,84.2,8.14,115.66,25.02,1.04
2015-07-17 9:00:00,93.75,86.0,10.64,157.38,36.22,1.23
2015-07-17 12:00:00,82.38,91.4,18.75,209.08,41.66,1.06
2015-07-17 15:00:00,72.44,88.15,15.95,169.23,41.06,2.59
2015-07-17 18:00:00,65.81,87.8,6.48,208.87,56.11,7.54
2015-07-17 21:00:00,48.73,86.0,14.22,117.17,64.59,1.86
2015-07-18 0:00:00,61.24,84.2,7.15,165.0,48.27,1.86
2015-07-18 3:00:00,46.41,84.1,8.83,168.42,33.92,0.75
2015-07-18 6:00:00,41.66,84.2,7.81,119.34,30.79,1.06
2015-07-18 9:00:00,55.22,87.8,11.01,137.58,40.31,7.91
2015-07-18 12:00:00,61.75,89.75,19.81,99.21,46.5,2.27
2015-07-18 15:00:00,34.38,82.4,6.24,114.08,48.94,0.96
2015-07-18 18:00:00,49.2,83.65,8.65,173.86,61.85,1.33
2015-07-18 21:00:00,83.44,83.2,10.29,176.49,72.51,1.58
2015-07-19 0:00:00,74.96,82.4,10.37,167.82,55.69,1.42
2015-07-19 3:00:00,82.82,82.3,8.55,214.12,36.88,0.71
2015-07-19 6:00:00,60.27,82.4,8.86,72.6,35.33,0.88
2015-07-19 9:00:00,51.05,82.35,8.55,115.71,46.8,0.77
2015-07-19 12:00:00,38.95,78.8,16.42,97.75,55.05,2.28
2015-07-19 15:00:00,39.65,87.8,7.28,208.5,54.74,0.78
2015-07-19 18:00:00,46.36,91.4,9.04,180.84,48.86,1.03
2015-07-19 21:00:00,75.53,86.0,11.13,133.67,84.66,1.54
2015-07-20 0:00:00,74.9,84.2,10.81,57.44,79.17,1.07
