,City,Date,Time,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
12718,Delhi,2016-06-13,23:00:00,30.59,60.94,18.18,38.17,60.49,46.16,8.52,8.87,47.45,2.81,6.08,0.0
12719,Delhi,2016-06-14,0:00:00,28.31,79.56,6.44,33.22,33.0,41.46,9.9,9.76,39.23,2.13,6.3,0.0
12720,Delhi,2016-06-14,1:00:00,26.27,56.88,11.77,41.97,46.57,32.75,8.55,12.15,38.63,2.5,6.37,0.0
12721,Delhi,2016-06-14,2:00:00,39.0,58.34,13.13,39.24,48.79,39.82,0.64,9.09,36.3,2.72,6.64,0.0
12722,Delhi,2016-06-14,3:00:00,34.22,60.04,8.3,31.02,35.58,33.29,0.89,8.1,32.24,2.28,5.67,0.0
12723,Delhi,2016-06-14,4:00:00,24.92,49.21,9.39,20.04,27.22,37.69,8.39,8.94,40.1,1.83,3.68,0.0
12724,Delhi,2016-06-14,5:00:00,26.04,55.79,14.77,18.26,31.09,36.98,0.46,6.99,44.04,1.88,2.32,0.0
12725,Delhi,2016-06-14,6:00:00,22.79,56.63,22.46,23.67,52.31,46.73,0.56,6.2,47.69,1.69,1.95,0.0
12726,Delhi,2016-06-14,7:00:00,27.62,76.12,21.12,22.23,48.59,43.99,8.53,6.66,48.24,2.28,2.02,0.0
12727,Delhi,2016-06-14,8:00:00,14.88,68.04,28.53,24.68,62.45,37.42,0.69,6.0,42.51,2.11,3.0,0.0
12728,Delhi,2016-06-14,9:00:00,24.93,92.08,19.83,29.1,52.15,30.0,0.74,6.93,45.48,1.79,4.48,0.0
12729,Delhi,2016-06-14,10:00:00,34.92,124.46,15.73,30.95,47.62,32.34,0.81,8.56,45.96,2.47,5.16,0.0
12730,Delhi,2016-06-14,11:00:00,38.21,153.38,62.62,38.73,106.17,27.48,0.82,10.49,44.67,14.87,8.98,0.0
12731,Delhi,2016-06-14,12:00:00,67.5,131.63,40.59,41.92,91.9,32.41,0.92,9.71,52.3,19.91,16.03,0.0
12732,Delhi,2016-06-14,13:00:00,71.81,183.63,31.65,43.24,76.78,34.41,1.08,6.66,63.23,15.84,18.64,0.0
12733,Delhi,2016-06-14,14:00:00,77.37,263.17,44.79,37.39,96.39,45.27,0.86,6.92,80.42,21.08,25.43,0.0
12734,Delhi,2016-06-14,15:00:00,74.78,321.92,25.45,33.53,58.54,37.96,8.7,6.43,90.8,13.22,11.3,0.0
12735,Delhi,2016-06-14,16:00:00,88.22,361.29,23.84,27.02,53.34,40.14,11.77,6.09,89.08,8.82,8.8,0.0
12736,Delhi,2016-06-14,17:00:00,82.8,368.54,45.22,31.08,77.1,34.87,8.63,9.06,103.61,3.07,7.75,0.0
12737,Delhi,2016-06-14,18:00:00,93.6,353.67,35.7,33.73,70.34,45.75,1.01,9.11,97.82,2.28,6.19,0.0
12738,Delhi,2016-06-14,19:00:00,100.07,353.38,32.27,50.12,88.91,35.18,1.15,8.89,91.47,2.2,7.9,0.0
12739,Delhi,2016-06-14,20:00:00,103.59,370.66,30.41,61.15,96.0,46.88,1.4,9.36,83.18,2.96,12.46,0.0
12740,Delhi,2016-06-14,21:00:00,99.69,364.33,34.26,72.23,110.3,45.13,1.78,8.37,74.58,5.11,17.93,0.0
12741,Delhi,2016-06-14,22:00:00,110.29,391.72,43.4,76.2,127.68,44.64,2.24,9.27,23.64,6.76,24.77,0.0
12742,Delhi,2016-06-14,23:00:00,104.61,345.83,31.16,64.56,97.48,44.97,1.92,9.32,22.98,7.75,25.56,0.0
12743,Delhi,2016-06-15,0:00:00,110.42,326.62,27.85,51.65,77.99,41.79,1.77,12.12,25.8,6.78,24.41,0.0
12744,Delhi,2016-06-15,1:00:00,110.09,365.95,32.49,44.63,78.01,35.46,1.57,16.09,29.02,7.49,31.7,0.0
12745,Delhi,2016-06-15,2:00:00,127.44,380.5,23.15,37.87,55.61,29.32,1.46,18.3,26.61,7.78,47.65,0.0
12746,Delhi,2016-06-15,3:00:00,119.85,346.06,10.16,32.29,37.62,24.08,0.98,17.17,25.81,6.88,32.06,0.0
12747,Delhi,2016-06-15,4:00:00,109.16,294.33,8.7,63.69,70.98,36.55,0.92,15.42,26.12,5.39,30.02,0.0
12748,Delhi,2016-06-15,5:00:00,104.95,249.28,8.54,31.46,37.11,79.41,0.83,12.14,24.35,4.38,13.52,0.0
12749,Delhi,2016-06-15,6:00:00,93.37,246.89,16.74,34.7,52.52,67.99,0.76,9.9,24.25,3.88,14.08,0.0
12750,Delhi,2016-06-15,7:00:00,88.66,286.72,27.19,36.68,67.36,55.57,0.85,9.74,22.99,5.3,15.86,0.0
12751,Delhi,2016-06-15,8:00:00,97.81,332.89,34.0,36.3,76.77,40.86,0.84,9.71,21.81,5.76,13.61,0.0
12752,Delhi,2016-06-15,9:00:00,95.91,376.56,51.84,31.09,105.11,31.18,0.58,9.62,23.6,4.77,10.64,0.0
12753,Delhi,2016-06-15,10:00:00,98.25,541.0,23.16,20.89,50.41,30.89,0.58,8.29,27.94,3.23,8.73,0.0
12754,Delhi,2016-06-15,11:00:00,86.65,450.04,22.85,26.23,57.88,48.36,0.53,9.35,79.43,3.26,8.85,0.0
12755,Delhi,2016-06-15,12:00:00,107.04,445.29,26.15,27.78,65.29,47.1,0.78,10.0,127.78,2.9,7.95,0.0
12756,Delhi,2016-06-15,13:00:00,118.66,487.54,9.53,20.85,30.31,37.77,0.78,8.35,129.42,3.85,8.07,0.0
12757,Delhi,2016-06-15,14:00:00,104.89,414.62,5.76,24.37,27.07,35.13,0.89,7.76,116.55,2.9,8.93,0.0
12758,Delhi,2016-06-15,15:00:00,102.74,300.21,6.51,30.14,32.9,34.14,7.58,6.34,117.34,3.19,8.59,0.0
12759,Delhi,2016-06-15,16:00:00,102.76,280.19,5.61,27.21,29.43,27.65,1.12,8.51,101.93,3.35,10.39,0.0
12760,Delhi,2016-06-15,17:00:00,132.65,306.27,21.71,41.93,56.81,39.85,1.26,10.31,113.66,3.72,13.93,0.0
12761,Delhi,2016-06-15,18:00:00,115.47,292.65,7.39,37.91,40.15,29.63,1.18,11.82,117.71,3.73,18.2,0.0
12762,Delhi,2016-06-15,19:00:00,92.07,311.88,7.91,40.79,43.97,34.91,1.21,7.26,109.19,3.63,24.38,0.0
12763,Delhi,2016-06-15,20:00:00,97.94,318.58,17.8,54.45,64.87,71.14,1.32,7.14,87.52,3.11,14.99,0.0
12764,Delhi,2016-06-15,21:00:00,82.48,235.04,20.5,62.89,72.51,64.8,1.57,14.88,66.55,4.57,20.42,0.0
12765,Delhi,2016-06-15,22:00:00,68.03,167.0,12.79,53.32,57.89,40.41,1.24,21.72,60.42,4.17,14.28,0.0
12766,Delhi,2016-06-15,23:00:00,90.72,172.5,6.44,36.54,37.09,35.32,7.51,7.57,60.04,4.62,10.54,0.0
12767,Delhi,2016-06-16,0:00:00,95.4,159.08,5.55,29.0,27.99,33.04,0.98,6.77,58.02,4.5,11.38,0.0
12768,Delhi,2016-06-16,1:00:00,112.26,166.21,4.48,19.66,19.87,33.05,0.83,7.14,59.45,2.78,7.99,0.0
12769,Delhi,2016-06-16,2:00:00,106.41,129.71,5.14,17.53,17.51,32.13,0.77,8.4,55.47,2.72,6.46,0.0
12770,Delhi,2016-06-16,3:00:00,74.26,124.08,4.53,21.94,21.92,39.59,0.69,10.08,50.78,2.55,8.03,0.0
12771,Delhi,2016-06-16,4:00:00,73.66,128.42,4.48,18.85,19.01,38.31,0.64,9.44,54.01,2.81,4.47,0.0
12772,Delhi,2016-06-16,5:00:00,79.42,126.46,4.69,17.6,18.08,30.46,0.77,7.86,51.2,2.89,7.0,0.0
12773,Delhi,2016-06-16,6:00:00,82.65,115.0,14.15,23.48,27.91,36.92,0.8,9.74,48.5,3.07,16.11,0.0
12774,Delhi,2016-06-16,7:00:00,68.03,125.58,10.69,25.21,33.27,33.52,8.59,10.0,50.7,2.75,15.5,0.0
12775,Delhi,2016-06-16,8:00:00,61.21,116.54,12.12,32.12,40.35,37.25,0.76,11.31,50.48,2.73,15.79,0.0
12776,Delhi,2016-06-16,9:00:00,51.7,113.34,16.06,32.92,40.46,47.41,0.91,15.52,57.82,2.07,13.54,0.0
12777,Delhi,2016-06-16,10:00:00,36.4,87.0,10.48,31.19,37.91,40.64,0.92,13.64,78.25,2.2,13.13,0.0
12778,Delhi,2016-06-16,11:00:00,32.23,102.0,11.18,38.78,45.94,42.94,7.35,15.11,67.96,2.64,14.61,0.0
12779,Delhi,2016-06-16,12:00:00,40.04,94.96,8.93,45.06,54.68,50.36,0.66,14.94,68.97,1.95,16.45,0.0
12780,Delhi,2016-06-16,13:00:00,41.47,89.34,6.26,28.33,30.48,33.78,8.74,8.03,53.83,2.02,7.77,0.0
12781,Delhi,2016-06-16,14:00:00,49.85,81.21,4.87,21.35,22.99,27.33,1.14,6.44,55.54,1.88,5.84,0.0
12782,Delhi,2016-06-16,15:00:00,52.41,84.71,4.19,20.29,21.07,23.97,8.89,6.24,50.72,1.85,5.7,0.0
12783,Delhi,2016-06-16,16:00:00,47.76,84.88,4.69,24.82,23.56,21.76,0.89,5.6,57.07,1.88,5.48,0.0
12784,Delhi,2016-06-16,17:00:00,45.08,90.16,4.33,26.6,26.36,27.37,0.91,8.57,62.83,2.98,6.07,0.0
12785,Delhi,2016-06-16,18:00:00,58.75,107.12,5.0,30.72,30.33,35.88,0.94,9.37,64.49,4.79,6.1,0.0
12786,Delhi,2016-06-16,19:00:00,46.34,107.96,6.33,38.73,39.33,35.45,8.91,8.34,59.82,2.22,7.26,0.0
12787,Delhi,2016-06-16,20:00:00,51.42,93.28,7.7,47.46,46.4,30.45,1.1,10.62,67.4,2.53,6.68,0.0
12788,Delhi,2016-06-16,21:00:00,62.06,119.54,10.68,56.56,56.27,32.99,1.19,14.93,51.86,2.2,8.53,0.0
12789,Delhi,2016-06-16,22:00:00,61.63,87.58,10.67,45.36,49.9,30.77,1.28,10.31,44.73,2.95,18.73,0.0
12790,Delhi,2016-06-16,23:00:00,66.48,91.84,7.4,36.98,37.54,32.55,1.13,8.88,47.32,2.79,10.23,0.0
12791,Delhi,2016-06-17,0:00:00,69.48,87.21,5.51,31.88,30.6,30.21,0.95,7.41,49.57,2.72,8.76,0.0
12792,Delhi,2016-06-17,1:00:00,78.07,66.33,4.85,27.02,26.99,31.64,0.78,7.32,39.22,2.48,7.25,0.0
12793,Delhi,2016-06-17,2:00:00,72.74,58.38,5.64,25.92,25.88,33.17,0.54,10.0,37.59,2.46,5.32,0.0
12794,Delhi,2016-06-17,3:00:00,52.19,69.0,6.52,30.13,31.16,41.85,10.41,12.21,51.26,2.25,9.61,0.0
12795,Delhi,2016-06-17,4:00:00,52.25,80.96,4.62,24.27,22.88,41.26,0.7,8.26,47.27,2.65,12.21,0.0
12796,Delhi,2016-06-17,5:00:00,58.3,75.88,6.2,26.11,24.04,37.77,0.79,8.49,44.25,1.88,7.64,0.0
12797,Delhi,2016-06-17,6:00:00,65.74,58.79,8.08,31.57,32.8,35.41,0.72,8.76,34.86,1.6,6.95,0.0
12798,Delhi,2016-06-17,7:00:00,62.9,56.9,12.48,38.03,46.34,34.91,10.62,9.4,35.13,2.16,31.75,0.0
12799,Delhi,2016-06-17,8:00:00,66.08,71.88,11.56,35.82,42.33,30.69,0.86,8.96,39.98,2.5,9.5,0.0
12800,Delhi,2016-06-17,9:00:00,58.47,66.45,11.17,32.96,40.55,28.02,0.92,9.2,39.58,2.36,7.31,0.0
12801,Delhi,2016-06-17,10:00:00,55.07,75.74,12.03,42.5,51.36,31.22,0.92,14.38,44.98,2.31,6.84,0.0
12802,Delhi,2016-06-17,11:00:00,49.24,83.85,8.41,52.23,53.77,36.22,0.8,16.87,50.34,2.38,7.04,0.0
12803,Delhi,2016-06-17,12:00:00,44.22,88.08,3.82,31.15,29.59,32.73,0.87,13.99,54.62,2.54,7.24,0.0
12804,Delhi,2016-06-17,13:00:00,54.58,97.91,4.87,33.51,33.09,29.44,1.0,27.54,59.68,2.32,6.23,0.0
12805,Delhi,2016-06-17,14:00:00,71.39,100.51,8.12,29.62,31.84,33.34,1.01,7.18,66.12,2.49,6.11,0.0
12806,Delhi,2016-06-17,15:00:00,72.76,131.92,8.55,28.03,26.73,27.51,0.96,10.1,74.33,2.13,5.56,0.0
12807,Delhi,2016-06-17,16:00:00,85.28,140.25,4.62,26.19,23.52,25.53,0.99,7.58,78.25,2.27,7.4,0.0
12808,Delhi,2016-06-17,17:00:00,88.32,164.74,4.56,30.59,28.5,32.16,1.21,9.23,99.36,2.29,8.97,0.0
12809,Delhi,2016-06-17,18:00:00,77.69,143.21,5.22,35.74,33.6,38.49,1.2,9.76,90.4,2.26,8.18,0.0
12810,Delhi,2016-06-17,19:00:00,80.12,180.79,34.29,41.04,78.34,31.13,1.36,6.96,96.97,1.9,5.31,0.0
12811,Delhi,2016-06-17,20:00:00,78.05,327.67,11.11,74.76,73.84,21.19,1.02,6.9,111.69,1.97,5.3,0.0
12812,Delhi,2016-06-17,21:00:00,56.93,141.71,37.08,89.86,120.77,30.6,1.6,8.9,40.42,2.76,10.92,0.0
12813,Delhi,2016-06-17,22:00:00,78.14,212.04,73.96,86.47,163.8,33.77,2.11,10.22,70.08,5.22,23.55,0.0
12814,Delhi,2016-06-17,23:00:00,98.3,301.33,95.68,85.0,187.5,32.51,2.49,10.8,66.02,7.87,44.03,0.0
12815,Delhi,2016-06-18,0:00:00,111.8,319.83,36.27,76.47,101.45,35.03,1.54,11.04,78.15,6.31,39.66,0.0
12816,Delhi,2016-06-18,1:00:00,131.77,267.92,4.79,39.85,37.6,23.22,0.91,8.09,96.81,3.22,14.24,0.0
12817,Delhi,2016-06-18,2:00:00,128.62,124.05,3.45,26.84,25.34,20.98,0.7,7.92,66.98,2.41,6.92,0.0
12818,Delhi,2016-06-18,3:00:00,96.12,108.33,3.51,25.36,24.7,19.26,0.61,6.71,58.26,1.96,4.62,0.0
12819,Delhi,2016-06-18,4:00:00,138.93,101.25,3.27,28.92,26.95,22.12,0.67,6.26,48.85,1.68,4.26,0.0
12820,Delhi,2016-06-18,5:00:00,95.68,99.5,3.88,24.87,24.47,32.88,0.7,6.06,59.57,2.13,3.05,0.0
12821,Delhi,2016-06-18,6:00:00,77.26,132.25,4.77,23.24,24.78,33.54,0.88,3.92,41.99,2.11,2.68,0.0
12822,Delhi,2016-06-18,7:00:00,65.07,133.71,6.16,24.35,26.18,32.9,1.16,6.78,40.48,2.33,2.57,0.0
12823,Delhi,2016-06-18,8:00:00,69.53,212.62,6.48,22.51,26.28,32.9,1.16,7.82,42.01,2.64,3.79,0.0
12824,Delhi,2016-06-18,9:00:00,64.43,140.12,4.88,19.6,21.88,36.31,1.11,8.43,61.51,2.44,3.63,0.0
12825,Delhi,2016-06-18,10:00:00,56.16,106.12,5.09,21.99,23.92,47.12,1.02,7.7,135.71,2.46,3.95,0.0
12826,Delhi,2016-06-18,11:00:00,51.47,107.66,6.71,31.56,34.0,83.45,1.02,10.44,63.05,4.33,5.12,0.0
12827,Delhi,2016-06-18,12:00:00,46.36,104.89,6.21,29.67,29.64,39.51,0.95,8.18,64.37,3.83,6.07,0.0
12828,Delhi,2016-06-18,13:00:00,46.21,125.47,6.16,28.36,27.9,37.92,0.95,8.12,63.88,2.3,5.19,0.0
12829,Delhi,2016-06-18,14:00:00,49.86,115.15,6.28,27.95,27.24,25.57,0.96,7.92,63.19,1.92,5.17,0.0
12830,Delhi,2016-06-18,15:00:00,47.18,113.92,5.51,27.03,27.14,23.03,0.97,10.83,75.07,1.88,7.25,0.0
12831,Delhi,2016-06-18,16:00:00,55.43,130.55,4.7,29.29,28.66,24.8,0.94,11.07,79.52,1.9,5.3,0.0
12832,Delhi,2016-06-18,17:00:00,61.76,131.92,5.8,37.91,37.17,43.41,7.48,8.38,73.4,2.15,7.25,0.0
12833,Delhi,2016-06-18,18:00:00,68.7,138.1,6.57,42.34,42.85,40.48,9.41,8.87,83.41,2.1,10.55,0.0
12834,Delhi,2016-06-18,19:00:00,68.0,126.43,7.52,47.84,48.32,38.95,8.84,10.05,83.42,2.49,7.83,0.0
12835,Delhi,2016-06-18,20:00:00,85.18,145.64,10.14,50.01,54.5,32.67,1.17,9.29,70.59,2.74,11.43,0.0
12836,Delhi,2016-06-18,21:00:00,89.93,157.84,9.39,45.04,48.99,24.97,1.29,10.4,69.92,2.9,20.16,0.0
12837,Delhi,2016-06-18,22:00:00,114.31,151.72,10.99,47.28,50.67,25.3,1.08,12.6,64.11,2.79,24.07,0.0
12838,Delhi,2016-06-18,23:00:00,80.32,126.65,6.78,37.2,37.28,23.47,1.06,10.42,55.54,2.37,11.32,0.0
12839,Delhi,2016-06-19,0:00:00,74.09,130.4,5.2,33.54,33.12,22.28,0.89,10.02,50.78,2.79,9.6,0.0
12840,Delhi,2016-06-19,1:00:00,72.17,121.93,4.38,27.37,27.64,24.25,7.85,9.19,58.46,3.46,6.75,0.0
12841,Delhi,2016-06-19,2:00:00,70.57,202.5,4.54,20.53,21.61,25.51,1.36,8.48,57.52,3.09,7.18,0.0
12842,Delhi,2016-06-19,3:00:00,77.5,80.24,4.66,19.89,20.76,23.8,0.76,9.83,57.32,2.7,5.7,0.0
12843,Delhi,2016-06-19,4:00:00,78.76,68.25,5.54,33.29,33.3,45.07,0.74,10.02,55.76,2.64,5.37,0.0
12844,Delhi,2016-06-19,5:00:00,174.45,85.04,4.89,22.05,22.86,57.94,8.62,9.23,53.83,2.9,4.75,0.0
12845,Delhi,2016-06-19,6:00:00,149.47,99.5,5.72,25.08,25.28,54.31,0.82,10.93,49.21,3.19,4.81,0.0
12846,Delhi,2016-06-19,7:00:00,68.37,97.66,6.46,28.02,29.06,49.99,0.77,11.73,49.15,3.41,5.21,0.0
12847,Delhi,2016-06-19,8:00:00,213.92,107.37,6.41,25.36,28.27,44.22,0.67,12.03,52.35,3.41,5.19,0.0
12848,Delhi,2016-06-19,9:00:00,135.85,104.12,6.34,23.61,26.55,31.27,8.63,9.11,57.06,3.59,4.38,0.0
12849,Delhi,2016-06-19,10:00:00,97.01,87.29,5.99,20.43,23.73,29.63,0.91,7.3,56.78,3.6,3.73,0.0
12850,Delhi,2016-06-19,11:00:00,134.29,95.34,7.88,19.68,24.21,31.87,0.9,8.73,58.21,2.68,3.22,0.0
12851,Delhi,2016-06-19,12:00:00,81.96,75.79,11.7,24.8,33.57,74.99,0.91,6.53,58.02,2.31,3.6,0.0
12852,Delhi,2016-06-19,13:00:00,69.25,86.05,5.46,21.31,23.79,32.7,8.68,5.71,56.94,2.24,4.13,0.0
12853,Delhi,2016-06-19,14:00:00,68.8,75.79,5.82,25.11,27.53,38.25,0.84,7.98,55.76,2.23,5.78,0.0
12854,Delhi,2016-06-19,15:00:00,158.7,95.42,13.84,33.8,36.25,46.51,0.78,8.99,57.16,2.36,5.57,0.0
12855,Delhi,2016-06-19,16:00:00,102.12,126.5,7.93,33.96,37.56,24.1,0.88,8.69,63.26,2.77,5.74,0.0
12856,Delhi,2016-06-19,17:00:00,91.34,155.04,7.76,35.83,36.69,21.83,1.02,9.93,73.98,2.0,6.32,0.0
12857,Delhi,2016-06-19,18:00:00,93.24,79.83,8.74,42.3,44.83,15.31,1.16,10.44,63.79,2.17,8.67,0.0
12858,Delhi,2016-06-19,19:00:00,52.43,73.66,10.61,54.1,58.02,13.34,1.26,10.84,52.36,2.4,9.04,0.0
12859,Delhi,2016-06-19,20:00:00,58.54,88.54,11.1,58.5,63.73,28.34,1.37,9.96,52.89,2.87,9.51,0.0
12860,Delhi,2016-06-19,21:00:00,110.82,96.0,8.81,52.56,54.64,48.7,11.03,8.32,47.83,3.76,11.6,0.0
12861,Delhi,2016-06-19,22:00:00,106.61,96.38,9.21,49.48,50.59,28.26,1.25,12.3,47.72,4.36,11.27,0.0
12862,Delhi,2016-06-19,23:00:00,91.17,108.25,10.38,50.57,54.02,25.85,1.21,11.86,63.51,4.74,17.88,0.0
12863,Delhi,2016-06-20,0:00:00,80.51,121.92,7.15,45.14,42.43,24.93,0.89,12.32,52.25,3.63,9.53,0.0
12864,Delhi,2016-06-20,1:00:00,79.3,89.46,6.52,37.55,34.36,27.41,1.4,11.83,49.98,3.77,9.52,0.0
12865,Delhi,2016-06-20,2:00:00,69.72,82.0,5.6,28.36,27.98,26.76,0.91,10.23,45.53,3.52,9.08,0.0
12866,Delhi,2016-06-20,3:00:00,60.11,57.69,4.66,22.85,23.57,27.43,1.05,10.71,45.61,2.76,6.13,0.0
12867,Delhi,2016-06-20,4:00:00,217.53,57.99,4.64,23.51,23.47,42.68,0.72,9.93,43.23,3.2,4.37,0.0
12868,Delhi,2016-06-20,5:00:00,64.53,68.34,4.92,22.58,23.19,36.5,8.61,7.85,41.44,3.24,4.69,0.0
12869,Delhi,2016-06-20,6:00:00,83.28,74.0,6.02,25.63,27.28,33.17,0.87,8.32,40.9,3.9,5.02,0.0
12870,Delhi,2016-06-20,7:00:00,195.97,93.08,9.14,29.31,35.09,32.37,8.76,9.53,40.05,3.85,6.64,0.0
12871,Delhi,2016-06-20,8:00:00,136.64,121.79,10.35,33.09,39.82,31.0,1.1,11.85,48.04,3.8,5.86,0.0
12872,Delhi,2016-06-20,9:00:00,96.43,131.33,7.92,32.01,34.76,26.46,1.04,9.92,59.69,4.14,5.73,0.0
12873,Delhi,2016-06-20,10:00:00,69.12,121.21,6.53,28.52,31.29,30.56,1.03,14.05,63.71,3.52,5.08,0.0
12874,Delhi,2016-06-20,11:00:00,48.74,86.71,6.07,25.13,27.58,35.46,0.96,16.08,68.11,2.81,5.31,0.0
12875,Delhi,2016-06-20,12:00:00,39.64,91.21,6.49,30.88,32.36,25.26,1.0,12.92,66.98,1.93,3.18,0.0
12876,Delhi,2016-06-20,13:00:00,26.21,86.38,2.73,27.93,26.55,29.56,0.96,10.22,60.05,1.55,5.77,0.0
12877,Delhi,2016-06-20,14:00:00,41.34,120.08,13.91,44.76,56.7,38.82,1.1,9.5,61.69,1.62,6.97,0.0
12878,Delhi,2016-06-20,15:00:00,54.89,235.46,27.82,62.34,91.87,43.41,1.24,10.41,56.32,1.86,11.73,0.0
12879,Delhi,2016-06-20,16:00:00,68.58,22.12,32.81,72.11,107.94,47.46,1.38,12.32,84.35,3.29,19.58,0.0
12880,Delhi,2016-06-20,17:00:00,80.08,38.21,22.86,58.54,76.68,39.56,1.46,12.1,52.42,3.39,26.33,0.0
12881,Delhi,2016-06-20,18:00:00,41.19,40.79,24.97,70.13,87.45,55.01,1.36,12.37,49.48,3.82,14.34,0.0
12882,Delhi,2016-06-20,19:00:00,44.46,46.5,23.82,59.94,79.59,45.02,1.59,8.16,50.17,3.69,18.18,0.0
12883,Delhi,2016-06-20,20:00:00,109.28,65.79,20.69,58.47,73.78,37.82,1.34,8.49,47.71,3.71,17.4,0.0
12884,Delhi,2016-06-20,21:00:00,123.98,56.36,12.01,47.34,52.63,35.38,1.26,6.7,48.61,3.62,13.49,0.0
12885,Delhi,2016-06-20,22:00:00,111.35,57.83,12.63,44.03,51.37,32.87,1.23,7.62,44.12,3.24,12.87,0.0
12886,Delhi,2016-06-20,23:00:00,51.47,54.04,7.42,35.49,37.54,33.42,9.33,26.35,45.7,3.29,11.95,0.0
12887,Delhi,2016-06-21,0:00:00,52.14,44.08,5.23,30.25,29.91,33.69,0.84,8.44,43.97,2.93,7.71,0.0
12888,Delhi,2016-06-21,1:00:00,67.51,39.08,4.56,28.23,27.24,32.63,0.86,10.41,40.54,2.46,4.17,0.0
12889,Delhi,2016-06-21,2:00:00,244.51,48.08,4.88,27.78,27.24,32.13,0.86,35.72,38.21,3.02,5.7,0.0
12890,Delhi,2016-06-21,3:00:00,153.87,40.25,4.43,28.86,27.69,41.04,9.15,23.74,40.25,3.03,7.21,0.0
12891,Delhi,2016-06-21,4:00:00,112.86,36.17,4.24,24.76,26.03,43.3,0.72,8.79,42.66,2.92,5.28,0.0
12892,Delhi,2016-06-21,5:00:00,110.58,35.88,4.67,25.87,25.95,39.61,0.82,7.54,37.08,2.43,2.93,0.0
12893,Delhi,2016-06-21,6:00:00,114.08,44.06,7.4,30.05,31.62,39.74,0.94,8.2,30.66,2.5,7.81,0.0
12894,Delhi,2016-06-21,7:00:00,112.47,34.94,9.67,32.61,36.46,40.86,10.74,7.19,32.69,2.11,7.54,0.0
12895,Delhi,2016-06-21,8:00:00,114.72,32.06,9.75,28.48,35.92,39.51,0.98,8.72,39.84,2.82,8.58,0.0
12896,Delhi,2016-06-21,9:00:00,37.75,48.06,11.7,24.96,32.99,30.25,0.88,8.07,36.63,2.97,6.85,0.0
12897,Delhi,2016-06-21,10:00:00,28.58,63.67,8.65,24.15,27.1,29.63,0.85,10.56,43.06,3.74,5.22,0.0
12898,Delhi,2016-06-21,11:00:00,28.08,43.28,7.15,24.54,26.36,29.1,10.69,11.27,56.13,3.47,5.79,0.0
12899,Delhi,2016-06-21,12:00:00,27.17,61.76,4.4,26.78,25.23,29.7,0.99,6.2,67.41,2.65,4.6,0.0
12900,Delhi,2016-06-21,13:00:00,35.79,80.5,3.6,24.36,22.76,26.22,10.73,6.17,53.83,2.43,4.47,0.0
12901,Delhi,2016-06-21,14:00:00,52.04,75.67,3.8,28.79,26.15,37.34,0.95,8.64,42.99,2.02,3.94,0.0
12902,Delhi,2016-06-21,15:00:00,45.01,66.79,4.68,31.95,31.16,36.49,1.02,10.03,44.8,1.87,4.18,0.0
12903,Delhi,2016-06-21,16:00:00,54.57,85.65,4.72,32.8,31.5,32.73,0.96,10.3,53.13,2.4,5.59,0.0
12904,Delhi,2016-06-21,17:00:00,49.61,89.42,7.99,40.49,41.99,30.01,0.91,7.75,53.1,3.42,6.62,0.0
12905,Delhi,2016-06-21,18:00:00,42.3,67.96,10.32,43.78,48.1,30.59,0.99,10.29,60.21,4.08,10.81,0.0
12906,Delhi,2016-06-21,19:00:00,40.63,50.96,7.58,48.12,47.99,35.6,0.93,10.44,46.48,3.44,10.48,0.0
12907,Delhi,2016-06-21,20:00:00,40.44,55.83,8.39,45.7,47.33,40.55,0.96,9.91,40.02,2.78,9.3,0.0
12908,Delhi,2016-06-21,21:00:00,54.49,55.44,6.1,41.31,40.79,41.98,1.0,8.98,48.16,2.74,8.14,0.0
12909,Delhi,2016-06-21,22:00:00,64.61,68.78,6.96,39.85,39.89,42.78,1.07,8.15,26.46,2.8,11.04,0.0
12910,Delhi,2016-06-21,23:00:00,52.11,48.11,5.0,34.59,33.49,41.03,1.0,7.53,23.3,2.47,8.63,0.0
12911,Delhi,2016-06-22,0:00:00,45.78,41.72,5.5,34.88,34.32,39.54,0.95,6.96,27.09,2.87,6.78,0.0
12912,Delhi,2016-06-22,1:00:00,43.1,38.83,4.05,26.12,24.86,37.13,10.6,6.21,30.5,3.44,6.62,0.0
12913,Delhi,2016-06-22,2:00:00,58.13,32.56,3.83,22.26,22.08,34.82,11.86,6.19,26.15,4.16,7.62,0.0
12914,Delhi,2016-06-22,3:00:00,80.24,40.95,18.14,27.19,34.69,48.3,10.61,5.96,23.03,4.13,5.32,0.0
12915,Delhi,2016-06-22,4:00:00,78.64,52.33,4.55,24.04,24.66,34.34,0.81,5.99,19.02,3.6,19.17,0.0
12916,Delhi,2016-06-22,5:00:00,96.81,55.47,5.34,26.35,27.84,36.8,1.07,7.03,21.58,3.03,16.0,0.0
12917,Delhi,2016-06-22,6:00:00,199.68,65.0,5.82,26.29,28.4,38.98,1.13,7.05,20.78,2.9,7.36,0.0
12918,Delhi,2016-06-22,7:00:00,64.54,46.72,7.32,25.29,29.29,37.38,0.98,7.8,21.57,3.5,3.8,0.0
12919,Delhi,2016-06-22,8:00:00,55.1,48.7,8.04,27.35,32.04,36.08,11.89,7.58,25.33,3.45,3.7,0.0
