From Date,O3,Temperature,SO2,PM10,NO2,CO
2015-02-12 22:00:00,33.72,59.0,5.37,438.18,45.1,12.15
2015-02-13 1:00:00,23.72,53.6,6.69,404.68,50.49,14.47
2015-02-13 4:00:00,21.14,51.8,8.0,440.4,52.33,17.77
2015-02-13 7:00:00,22.26,51.95,7.41,348.19,41.7,13.89
2015-02-13 10:00:00,21.86,62.6,6.04,255.75,37.7,7.88
2015-02-13 13:00:00,29.36,73.4,8.73,200.68,39.92,8.82
2015-02-13 16:00:00,35.76,75.95,10.57,190.88,36.58,6.34
2015-02-13 19:00:00,27.01,66.85,8.52,265.32,56.04,8.68
2015-02-13 22:00:00,30.68,60.8,7.4,360.43,20.26,10.49
2015-02-14 1:00:00,27.05,59.0,6.02,412.52,34.36,11.79
2015-02-14 4:00:00,36.02,57.2,6.92,608.43,44.3,11.91
2015-02-14 7:00:00,39.75,53.6,8.68,695.86,102.95,4.19
2015-02-14 10:00:00,37.61,73.4,8.68,502.55,61.14,7.83
2015-02-14 13:00:00,31.68,78.8,9.27,257.34,48.82,12.06
2015-02-14 16:00:00,31.81,80.6,21.34,198.87,50.97,12.26
2015-02-14 19:00:00,26.82,71.5,7.42,244.9,49.21,10.74
2015-02-14 22:00:00,36.7,66.25,7.13,326.65,40.4,9.93
2015-02-15 1:00:00,34.94,60.8,5.03,460.49,61.02,13.18
2015-02-15 4:00:00,37.06,57.1,14.23,703.35,64.03,12.07
2015-02-15 7:00:00,31.29,53.6,7.44,629.99,64.94,13.4
2015-02-15 10:00:00,23.51,66.2,7.22,408.38,58.42,12.68
2015-02-15 13:00:00,37.19,77.0,7.84,305.81,41.21,19.87
2015-02-15 16:00:00,38.37,78.8,20.86,336.62,46.64,9.02
2015-02-15 19:00:00,54.27,71.6,10.38,395.37,54.3,11.63
2015-02-15 22:00:00,69.32,64.4,7.54,677.24,67.62,11.44
2015-02-16 1:00:00,32.67,60.8,7.48,364.18,84.2,23.92
2015-02-16 4:00:00,26.51,60.8,6.77,266.53,51.15,12.85
2015-02-16 7:00:00,24.47,61.35,8.54,294.8,50.0,15.83
2015-02-16 10:00:00,24.1,71.6,6.74,253.78,43.18,8.55
2015-02-16 13:00:00,32.74,77.0,5.68,312.82,33.71,9.07
2015-02-16 16:00:00,42.4,75.2,8.01,456.64,33.32,10.56
2015-02-16 19:00:00,46.58,69.7,6.89,249.19,29.69,7.43
